Game Name,Release Date,Price,Categories,User Tags,Developer,Publisher,Review Level,Review Detail
ELDEN RING,24-Feb-22,$59.99 ,"Action, RPG","Souls-like, Open World, Dark Fantasy, RPG, Difficult, Action RPG, Third Person, Multiplayer, Fantasy, Singleplayer, Online Co-Op, Action, Co-op, Atmospheric, PvP, Great Soundtrack, Violent, 3D, Family Friendly, Character Customization, +, ","FromSoftware, Inc.","FromSoftware, Inc.",Very Positive,"- 92% of the 722,258 user reviews for this game are positive."
Factorio,14-Aug-20,Factorio Demo,"Casual, Indie, Simulation, Strategy","Automation, Base Building, Resource Management, Sandbox, Crafting, Strategy, Multiplayer, Survival, Management, Open World, Building, Co-op, 2D, Moddable, Singleplayer, Trains, Simulation, Pixel Graphics, City Builder, Indie, +, ",Wube Software LTD.,Wube Software LTD.,Overwhelmingly Positive,"- 97% of the 160,629 user reviews for this game are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score."
Void Crew,25-Nov-24,$24.99 ,"Action, Adventure","Co-op, Multiplayer, Space Sim, Adventure, Space, Roguelite, Online Co-Op, PvE, Action, First-Person, Indie, Exploration, Action-Adventure, 3D, Futuristic, Colorful, Sci-fi, Flight, Character Customization, Singleplayer, +, ",Hutlihut Games,Focus Entertainment,Very Positive,"- 88% of the 3,539 user reviews for this game are positive."
Psychonauts 2,24-Aug-21,$59.99 ,"Action, Adventure","3D Platformer, Story Rich, Psychological, Singleplayer, Comedy, Adventure, Funny, Platformer, Psychedelic, Cartoony, Colorful, Action, Sequel, Surreal, Third Person, Action-Adventure, Cult Classic, Great Soundtrack, Controller, Arcade, +, ",Double Fine Productions,Xbox Game Studios,Overwhelmingly Positive,"- 96% of the 9,621 user reviews for this game are positive."
Microsoft Flight Simulator 2024,19-Nov-24,$69.99 ,Simulation,"Simulation, Flight, Realistic, VR, Hobby Sim, Multiplayer, Singleplayer, Atmospheric, Family Friendly, Sandbox, Exploration, Nature, Relaxing, Open World, Nonlinear, Immersive Sim, Character Customization, Physics, Colorful, Psychological Horror, +, ",Asobo Studio,Xbox Game Studios,Mixed,"- 42% of the 7,028 user reviews for this game are positive."
Forza Horizon 5,8-Nov-21,$59.99 ,"Action, Adventure, Racing, Simulation, Sports","Racing, Open World, Driving, Multiplayer, Automobile Sim, Realistic, Simulation, Adventure, Arcade, Exploration, First-Person, Co-op, PvP, Sports, Atmospheric, Online Co-Op, Singleplayer, Beautiful, Action, VR, +, ",Playground Games,Xbox Game Studios,Very Positive,"- 88% of the 184,572 user reviews for this game are positive."
MapleStory,9-Aug-12,Free to Play,"Action, Adventure, Casual, Massively Multiplayer, RPG, Free To Play","MMORPG, 2D Platformer, Loot, Character Customization, Side Scroller, PvE, Free to Play, Multiple Endings, Multiplayer, Co-op, Cute, Anime, Platformer, PvP, Third Person, Massively Multiplayer, Story Rich, RPG, 2D, Casual, +, ",NEXON Korea Corporation,Nexon America Inc.,Mixed,"- 63% of the 13,237 user reviews for this game are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score."
RimWorld,17-Oct-18,$34.99 ,"Indie, Simulation, Strategy","Colony Sim, Base Building, Survival, Strategy, Sandbox, Management, Building, Simulation, Singleplayer, Moddable, City Builder, Open World, Procedural Generation, 2D, Sci-fi, Indie, Space, Tactical RPG, Western, Cartoony, +, ",Ludeon Studios,Ludeon Studios,Overwhelmingly Positive,"- 97% of the 167,907 user reviews for this game are positive."
Call of Duty®,27-Oct-22,$99.99 ,Action,"FPS, Multiplayer, Shooter, Singleplayer, Action, Military, First-Person, War, Modern, Tactical, Violent, Co-op, Realistic, Story Rich, Atmospheric, Mature, Online Co-Op, Gore, Third-Person Shooter, Third Person, +, ",Treyarch,Activision,Mixed,"- 55% of the 359,066 user reviews for this game are positive."
Cities: Skylines,10-Mar-15,$29.99 ,"Simulation, Strategy","City Builder, Simulation, Building, Management, Strategy, Sandbox, Singleplayer, Moddable, Economy, Resource Management, Mod, Realistic, Replay Value, Casual, Modern, Real-Time with Pause, Family Friendly, Great Soundtrack, Funny, Action, +, ",Colossal Order Ltd.,Paradox Interactive,Very Positive,"- 93% of the 196,354 user reviews for this game are positive."
Palworld,18-Jan-24,$29.99 ,"Action, Adventure, Indie, RPG, Early Access","Open World, Multiplayer, Survival, Creature Collector, Open World Survival Craft, Crafting, Co-op, Adventure, Sandbox, Third-Person Shooter, Automation, Action, RPG, Early Access, Anime, PvE, 3D, Indie, Looter Shooter, Hack and Slash, +, ",Pocketpair,Pocketpair,Very Positive,"- 94% of the 292,539 user reviews for this game are positive."
Resident Evil 4,23-Mar-23,$39.99 ,"Action, Adventure","Horror, Action, Survival Horror, Third-Person Shooter, Zombies, Singleplayer, Story Rich, Survival, Cinematic, Dark, Realistic, Remake, Gore, Resource Management, Adventure, Third Person, Psychological Horror, Action-Adventure, 3D, Violent, +, ","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Overwhelmingly Positive,"- 97% of the 99,230 user reviews for this game are positive."
New World: Aeternum,28-Sep-21,$29.99 ,"Action, Adventure, Massively Multiplayer, RPG","Open World, Massively Multiplayer, MMORPG, RPG, Adventure, Action, PvP, PvE, Multiplayer, Fantasy, Character Customization, Walking Simulator, Crafting, Third Person, Co-op, Open World Survival Craft, Sandbox, Violent, Sexual Content, Singleplayer, +, ",Amazon Games,Amazon Games,Mixed,"- 68% of the 243,606 user reviews for this game are positive."
ACE COMBAT™ 7: SKIES UNKNOWN,31-Jan-19,$59.99 ,"Action, Simulation","Flight, Jet, Military, War, Shooter, Arcade, Cinematic, PvP, 3D, Action, Simulation, First-Person, Story Rich, Third Person, Multiplayer, Great Soundtrack, Singleplayer, Silent Protagonist, Sci-fi, Realistic, +, ",Bandai Namco Studios Inc.,Bandai Namco Entertainment,Very Positive,"- 87% of the 35,391 user reviews for this game are positive."
Cult of the Lamb,11-Aug-22,$24.99 ,"Action, Adventure, Indie, Strategy","Base Building, Cute, Action Roguelike, Singleplayer, Character Customization, Dungeon Crawler, Roguelite, Dark Humor, Colony Sim, Building, 2D, Adventure, Action, Faith, Funny, Fantasy, Controller, Colorful, Strategy, Third Person, +, ",Massive Monster,Devolver Digital,Overwhelmingly Positive,"- 95% of the 80,399 user reviews for this game are positive."
Halo: The Master Chief Collection,3-Dec-19,$39.99 ,Action,"Great Soundtrack, FPS, Classic, Multiplayer, Story Rich, Sci-fi, Co-op, First-Person, Epic, Shooter, Action, Singleplayer, Aliens, Lore-Rich, Beautiful, Space, Atmospheric, Adventure, Horror, Online Co-Op, +, ",343 Industries,Xbox Game Studios,Very Positive,"- 92% of the 212,938 user reviews for this game are positive."
Once Human,9-Jul-24,Free To Play,"Action, Adventure, RPG, Simulation, Strategy, Free To Play","Multiplayer, Open World Survival Craft, Strategy, Survival, Simulation, Open World, Co-op, Horror, Shooter, Base Building, Post-apocalyptic, Strategy RPG, Action, Adventure, Free to Play, Online Co-Op, MMORPG, RPG, 3D, 3D Platformer, +, ",Starry Studio,Starry Studio,Mostly Positive,"- 72% of the 109,781 user reviews for this game are positive."
Stardew Valley,26-Feb-16,$14.99 ,"Indie, RPG, Simulation","Farming Sim, Pixel Graphics, Life Sim, Multiplayer, RPG, Relaxing, Agriculture, Simulation, Crafting, Sandbox, Indie, Building, Singleplayer, Casual, Open World, 2D, Cute, Dating Sim, Great Soundtrack, Fishing, +, ",ConcernedApe,ConcernedApe,Overwhelmingly Positive,"- 98% of the 687,795 user reviews for this game are positive."
"Warhammer 40,000: Rogue Trader",7-Dec-23,$49.99 ,"Adventure, Indie, RPG, Strategy","Strategy, Cinematic, Strategy RPG, Online Co-Op, Multiplayer, Dungeon Crawler, Collectathon, Atmospheric, Multiple Endings, Space, Tactical RPG, Sci-fi, Tactical, Combat, Interactive Fiction, Dark Humor, Mystery, Co-op, PvE, Exploration, +, ",Owlcat Games,Owlcat Games,Very Positive,"- 81% of the 16,456 user reviews for this game are positive."
Black Desert,24-May-17,$9.99 ,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Strategy","MMORPG, Massively Multiplayer, Open World, RPG, Character Customization, Adventure, Fantasy, Action, Strategy, 3D, Medieval, Crafting, Multiplayer, Atmospheric, Magic, Simulation, PvP, Cooking, Combat, War, +, ",Pearl Abyss,Pearl Abyss,Mostly Positive,"- 75% of the 57,186 user reviews for this game are positive."
Nine Sols,28-May-24,$29.99 ,"Action, Adventure, Indie","Metroidvania, Action, Souls-like, Difficult, Platformer, 2D, Hand-drawn, Adventure, Atmospheric, Cats, Dark Fantasy, Story Rich, Sci-fi, Gore, Mythology, Indie, Singleplayer, Martial Arts, Action-Adventure, Comic Book, +, ",RedCandleGames,RedCandleGames,Overwhelmingly Positive,"- 95% of the 15,451 user reviews for this game are positive."
EA SPORTS™ Madden NFL 25,15-Aug-24,$69.99 ,"Simulation, Sports, Strategy","Simulation, Strategy, Football (American), Sports, Competitive, Capitalism, +, ",Tiburon,Electronic Arts,Mixed,"- 52% of the 1,708 user reviews for this game are positive."
Strinova,21-Nov-24,Free To Play,"Action, Massively Multiplayer, Free To Play","Free to Play, Anime, Third-Person Shooter, FPS, Hero Shooter, Shooter, PvP, Multiplayer, Real Time Tactics, Action, Third Person, eSports, MOBA, Team-Based, Online Co-Op, Massively Multiplayer, Co-op, Female Protagonist, Sexual Content, 3D, +, ",iDreamSky,iDreamSky,Mostly Positive,"- 76% of the 12,642 user reviews for this game are positive."
God of War,14-Jan-22,$49.99 ,"Action, Adventure, RPG","Action, Singleplayer, Story Rich, Adventure, Mythology, Combat, Third Person, RPG, Hack and Slash, Violent, Open World, Fantasy, Exploration, Atmospheric, Gore, Action RPG, Souls-like, Emotional, 3D, PvE, +, ",Santa Monica Studio,PlayStation Publishing LLC,Overwhelmingly Positive,"- 96% of the 102,534 user reviews for this game are positive."
The Last of Us™ Part I,28-Mar-23,$59.99 ,"Action, Adventure","Story Rich, Post-apocalyptic, Shooter, Action-Adventure, Zombies, Horror, Third-Person Shooter, Third Person, Survival, Singleplayer, Action, Thriller, Cinematic, Survival Horror, Emotional, Adventure, Atmospheric, Drama, Remake, Soundtrack, +, ",Naughty Dog LLC,PlayStation Publishing LLC,Mostly Positive,"- 74% of the 35,606 user reviews for this game are positive."
NBA 2K25 Hall of Fame Pass: Season 3,29-Nov-24,$19.99 ,"Simulation, Sports","Sports, Simulation, Basketball, eSports, 3D, Immersive Sim, Management, PvP, Character Customization, Controller, Team-Based, Deckbuilding, Trading, Co-op, Local Co-Op, Local Multiplayer, Multiplayer, Online Co-Op, Singleplayer, 4 Player Local, +, ",Visual Concepts,2K,No user reviews,No user reviews
Dota 2,9-Jul-13,$129.84 ,"Action, Strategy, Free To Play","Free to Play, MOBA, Multiplayer, Strategy, eSports, Team-Based, Competitive, Action, Online Co-Op, PvP, Difficult, Co-op, RTS, RPG, Tower Defense, Fantasy, Character Customization, Replay Value, Action RPG, Simulation, +, ",Valve,Valve,Very Positive,"- 81% of the 2,379,423 user reviews for this game are positive."
Dragon's Dogma 2,21-Mar-24,$69.99 ,"Action, RPG","Open World, RPG, Action RPG, Action, Fantasy, Singleplayer, Adventure, Dragons, Action-Adventure, Magic, Medieval, Character Customization, Swordplay, Third Person, Physics, Artificial Intelligence, Lore-Rich, Multiplayer, 3D, PvE, +, ","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Mixed,"- 60% of the 66,652 user reviews for this game are positive."
Star Wars Outlaws,21-Nov-24,$69.99 ,"Action, Adventure","Action, Singleplayer, Adventure, Action-Adventure, Third Person, Open World, Shooter, Third-Person Shooter, Sci-fi, Space, Story Rich, Exploration, Parkour, RPG, Atmospheric, Soundtrack, Choices Matter, Heist, Combat, Minigames, +, ",Massive Entertainment – A Ubisoft Studio,Ubisoft,Mostly Positive,- 75% of the 797 user reviews for this game are positive.
Frostpunk 2,20-Sep-24,$44.99 ,"Simulation, Strategy","Strategy, City Builder, Survival, Resource Management, Post-apocalyptic, Simulation, Singleplayer, Steampunk, Sequel, Atmospheric, Management, Choices Matter, Violent, Great Soundtrack, Base Building, Political Sim, Snow, Colony Sim, Politics, Psychological Horror, +, ",11 bit studios,11 bit studios,Mostly Positive,"- 75% of the 12,938 user reviews for this game are positive."
Mortal Kombat 1,19-Sep-23,$49.99 ,Action,"Action, Fighting, Gore, Multiplayer, Martial Arts, Blood, 2D Fighter, Violent, PvP, Arcade, Story Rich, Character Customization, Singleplayer, 2.5D, Atmospheric, Competitive, Mature, 3D, Horror, Local Co-Op, +, ",NetherRealm Studios,Warner Bros. Games,Mostly Positive,"- 70% of the 20,581 user reviews for this game are positive."
Far Cry® 5,26-Mar-18,$59.99 ,"Action, Adventure","Action-Adventure, Open World, Multiplayer, Co-op, FPS, Shooter, Exploration, Realistic, Story Rich, First-Person, America, Hunting, Action, Adventure, 3D, Stealth, Survival, Nature, Atmospheric, Psychedelic, +, ",Ubisoft Montreal,Ubisoft,Very Positive,"- 80% of the 147,944 user reviews for this game are positive."
Assassin's Creed Mirage,17-Oct-24,$49.99 ,"Action, Adventure","Action, Open World, Adventure, Assassin, Action-Adventure, RPG, Parkour, Historical, Singleplayer, Action RPG, Third Person, Stealth, Violent, Story Rich, Atmospheric, +, ",Ubisoft Bordeaux,Ubisoft,Mostly Positive,"- 76% of the 2,870 user reviews for this game are positive."
ARK: Survival Ascended,25-Oct-23,$44.99 ,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access","Early Access, Survival, Open World, Multiplayer, Dinosaurs, Adventure, Building, Crafting, Base Building, Action, Sandbox, Character Customization, PvE, PvP, Singleplayer, Massively Multiplayer, Inventory Management, RPG, Sci-fi, Fantasy, +, ",Studio Wildcard,Studio Wildcard,Mixed,"- 59% of the 57,752 user reviews for this game are positive."
DRAGON BALL: Sparking! ZERO,10-Oct-24,$69.99 ,Action,"Anime, Action, Multiplayer, 3D Fighter, Local Multiplayer, Fighting, PvP, Combat, Martial Arts, Singleplayer, Competitive, 3D, Physics, Third Person, 2.5D, Co-op, PvE, Action-Adventure, Open World, Spectacle fighter, +, ","Spike Chunsoft Co., Ltd.",Bandai Namco Entertainment,Very Positive,"- 91% of the 39,028 user reviews for this game are positive."
Mouthwashing,26-Sep-24,$12.99 ,"Adventure, Indie","Psychological Horror, Story Rich, Horror, Atmospheric, Retro, Psychological, Dark, Walking Simulator, Gore, Thriller, Surreal, Exploration, Indie, Space, Adventure, First-Person, Mystery, Singleplayer, Narrative, Dark Humor, +, ",Wrong Organ,CRITICAL REFLEX,Overwhelmingly Positive,"- 97% of the 12,886 user reviews for this game are positive."
Sea of Thieves: 2024 Edition,3-Jun-20,$39.99 ,"Action, Adventure","Multiplayer, Open World, Adventure, Pirates, Co-op, Online Co-Op, Action, PvP, Sailing, First-Person, Exploration, Naval, PvE, Funny, Massively Multiplayer, FPS, Atmospheric, Great Soundtrack, Swordplay, Singleplayer, +, ",Rare Ltd,Xbox Game Studios,Very Positive,"- 89% of the 296,987 user reviews for this game are positive."
Sins of a Solar Empire II,15-Aug-24,$49.99 ,"Simulation, Strategy","Strategy, Space, 4X, RTS, Sci-fi, Singleplayer, Multiplayer, Tactical, Story Rich, Co-op, PvE, PvP, Immersive Sim, Real-Time, Base Building, 3D, Tutorial, Competitive, Choices Matter, Isometric, +, ",Ironclad Games Corporation,Stardock Entertainment,Very Positive,"- 85% of the 4,601 user reviews for this game are positive."
Project Zomboid,8-Nov-13,$19.99 ,"Indie, RPG, Simulation, Early Access","Survival, Zombies, Open World, Multiplayer, Open World Survival Craft, Sandbox, Post-apocalyptic, Co-op, Crafting, Building, Indie, Simulation, RPG, Survival Horror, Realistic, Isometric, Singleplayer, 2D, Adventure, Early Access, +, ",The Indie Stone,The Indie Stone,Very Positive,"- 94% of the 252,947 user reviews for this game are positive."
Disney Dreamlight Valley,5-Dec-23,$39.99 ,"Action, Adventure, Casual, RPG, Simulation","Relaxing, Life Sim, Character Customization, Exploration, Adventure, Simulation, Sandbox, Singleplayer, Fantasy, Casual, Story Rich, Immersive Sim, Cooking, Farming Sim, Family Friendly, Fishing, Crafting, Magic, 3D, Choose Your Own Adventure, +, ",Gameloft,Gameloft,Very Positive,"- 91% of the 16,698 user reviews for this game are positive."
